"Year","Cambium.GEA","Source","Fraction"
2045,"SRTVc","Coal",0.00429012157428873
2046,"SRTVc","Coal",0.00408574130381964
2047,"SRTVc","Coal",0.00388136103335054
2048,"SRTVc","Coal",0.00367698076288145
2049,"SRTVc","Coal",0.00347260049241235
2050,"SRTVc","Coal",0.00326822022194326
2022,"SRVCc","Coal",0.128234286220286
2023,"SRVCc","Coal",0.128234286220286
2024,"SRVCc","Coal",0.128234286220286
2025,"SRVCc","Coal",0.118172546071638
2026,"SRVCc","Coal",0.10811080592299
2027,"SRVCc","Coal",0.0930795768823925
2028,"SRVCc","Coal",0.0780483478417952
2029,"SRVCc","Coal",0.0694375983880585
2030,"SRVCc","Coal",0.0608268489343218
2031,"SRVCc","Coal",0.0486614791474574
2032,"SRVCc","Coal",0.0364961093605931
2033,"SRVCc","Coal",0.0243307395737287
2034,"SRVCc","Coal",0.0121653697868644
2035,"SRVCc","Coal",0
2036,"SRVCc","Coal",0
2037,"SRVCc","Coal",0
2038,"SRVCc","Coal",0
2039,"SRVCc","Coal",0
2040,"SRVCc","Coal",0
2041,"SRVCc","Coal",0
2042,"SRVCc","Coal",0
2043,"SRVCc","Coal",0
2044,"SRVCc","Coal",0
2045,"SRVCc","Coal",0
2046,"SRVCc","Coal",0
2047,"SRVCc","Coal",0
2048,"SRVCc","Coal",0
2049,"SRVCc","Coal",0
2050,"SRVCc","Coal",0
2022,"AZNMc","Natural Gas",0.244781335018814
2023,"AZNMc","Natural Gas",0.244781335018814
2024,"AZNMc","Natural Gas",0.244781335018814
2025,"AZNMc","Natural Gas",0.227633323368181
2026,"AZNMc","Natural Gas",0.210485311717548
2027,"AZNMc","Natural Gas",0.171559763883532
2028,"AZNMc","Natural Gas",0.132634216049515
2029,"AZNMc","Natural Gas",0.115398809821641
2030,"AZNMc","Natural Gas",0.098163403593766
2031,"AZNMc","Natural Gas",0.0875052895278198
2032,"AZNMc","Natural Gas",0.0768471754618735
2033,"AZNMc","Natural Gas",0.0661890613959273
2034,"AZNMc","Natural Gas",0.055530947329981
2035,"AZNMc","Natural Gas",0.0448728332640348
