GISJOIN,YEAR,STUSAB,STATE,STATEA,PUMAA,GEOID,NAME_E,AJZAE001,NAME_M,AJZAM001
GIS Join Match Code,Data File Year,State Postal Abbreviation,State Name,State Code,Public Use Microdata Area Code,Census Geographic Identifier,Estimates: Area Name,Estimates: Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Margins of error: Area Name,Margins of error: Median household income in the past 12 months (in 2018 inflation-adjusted dollars)
G13001008,2014-2018,GA,Georgia,13,1008,79500US1301008,"Atlanta Regional Commission (Central)--DeKalb County (South) PUMA, Georgia",55187,"Atlanta Regional Commission (Central)--DeKalb County (South) PUMA, Georgia",2106
G13001100,2014-2018,GA,Georgia,13,1100,79500US1301100,"Southwest Georgia Regional Commission (West & Central) PUMA, Georgia",38083,"Southwest Georgia Regional Commission (West & Central) PUMA, Georgia",1213
G13001200,2014-2018,GA,Georgia,13,1200,79500US1301200,"Heart of Georgia Altamaha Regional Commission (Southeast) PUMA, Georgia",37979,"Heart of Georgia Altamaha Regional Commission (Southeast) PUMA, Georgia",1368
G13001300,2014-2018,GA,Georgia,13,1300,79500US1301300,"Heart of Georgia Altamaha Regional Commission (North & West) PUMA, Georgia",36693,"Heart of Georgia Altamaha Regional Commission (North & West) PUMA, Georgia",1158
G13001400,2014-2018,GA,Georgia,13,1400,79500US1301400,"Middle Georgia Regional Commission (Central)--Bibb County--Macon City PUMA, Georgia",39889,"Middle Georgia Regional Commission (Central)--Bibb County--Macon City PUMA, Georgia",1587
G13001500,2014-2018,GA,Georgia,13,1500,79500US1301500,"Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA, Georgia",57337,"Middle Georgia Regional Commission (South)--Houston & Pulaski Counties PUMA, Georgia",2511
G13001600,2014-2018,GA,Georgia,13,1600,79500US1301600,"Middle Georgia Regional Commission (North & Outside Bibb County) PUMA, Georgia",45689,"Middle Georgia Regional Commission (North & Outside Bibb County) PUMA, Georgia",1606
G13001700,2014-2018,GA,Georgia,13,1700,79500US1301700,"River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PUMA, Georgia",45440,"River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PUMA, Georgia",1031
G13001800,2014-2018,GA,Georgia,13,1800,79500US1301800,"River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA, Georgia",40097,"River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties) PUMA, Georgia",1367
G13001900,2014-2018,GA,Georgia,13,1900,79500US1301900,"Three Rivers Regional Commission (East) PUMA, Georgia",42585,"Three Rivers Regional Commission (East) PUMA, Georgia",1318
G13002001,2014-2018,GA,Georgia,13,2001,79500US1302001,"Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan PUMA, Georgia",52531,"Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan PUMA, Georgia",1392
G13002002,2014-2018,GA,Georgia,13,2002,79500US1302002,"Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities PUMA, Georgia",54847,"Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities PUMA, Georgia",2223
G13002003,2014-2018,GA,Georgia,13,2003,79500US1302003,"Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA, Georgia",55518,"Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA, Georgia",1536
G13002004,2014-2018,GA,Georgia,13,2004,79500US1302004,"Atlanta Regional Commission--DeKalb County (North)--Dunwoody City PUMA, Georgia",78810,"Atlanta Regional Commission--DeKalb County (North)--Dunwoody City PUMA, Georgia",2546
G13002100,2014-2018,GA,Georgia,13,2100,79500US1302100,"Three Rivers Regional Commission (North Central)--Coweta County PUMA, Georgia",70717,"Three Rivers Regional Commission (North Central)--Coweta County PUMA, Georgia",2225
G13002200,2014-2018,GA,Georgia,13,2200,79500US1302200,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA; Georgia",42412,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties PUMA; Georgia",1666
G13002300,2014-2018,GA,Georgia,13,2300,79500US1302300,"Three Rivers Regional Commission (Northwest)--Carroll County PUMA, Georgia",49608,"Three Rivers Regional Commission (Northwest)--Carroll County PUMA, Georgia",2264
G13002400,2014-2018,GA,Georgia,13,2400,79500US1302400,"Atlanta Regional Commission (South Central)--Fayette County PUMA, Georgia",87272,"Atlanta Regional Commission (South Central)--Fayette County PUMA, Georgia",3332
G13002500,2014-2018,GA,Georgia,13,2500,79500US1302500,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA; Georgia",45733,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PUMA; Georgia",1420
G13002600,2014-2018,GA,Georgia,13,2600,79500US1302600,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUMA; Georgia",47011,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUMA; Georgia",1136
G13002700,2014-2018,GA,Georgia,13,2700,79500US1302700,"Northwest Georgia Regional Commission (North Central)--Whitfield County PUMA, Georgia",46970,"Northwest Georgia Regional Commission (North Central)--Whitfield County PUMA, Georgia",2899
G13002800,2014-2018,GA,Georgia,13,2800,79500US1302800,"Northwest Georgia Regional Commission (Northeast) PUMA, Georgia",48220,"Northwest Georgia Regional Commission (Northeast) PUMA, Georgia",1610
G13002900,2014-2018,GA,Georgia,13,2900,79500US1302900,"Northwest Georgia Regional Commission (East Central)--Bartow County PUMA, Georgia",55452,"Northwest Georgia Regional Commission (East Central)--Bartow County PUMA, Georgia",2276
G13003001,2014-2018,GA,Georgia,13,3001,79500US1303001,"Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City PUMA, Georgia",54196,"Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City PUMA, Georgia",1552
G13003002,2014-2018,GA,Georgia,13,3002,79500US1303002,"Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities PUMA, Georgia",76729,"Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities PUMA, Georgia",2521
G13003003,2014-2018,GA,Georgia,13,3003,79500US1303003,"Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City PUMA, Georgia",80120,"Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City PUMA, Georgia",2561
G13003004,2014-2018,GA,Georgia,13,3004,79500US1303004,"Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City PUMA, Georgia",70472,"Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City PUMA, Georgia",1967
G13003005,2014-2018,GA,Georgia,13,3005,79500US1303005,"Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA, Georgia",108073,"Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA, Georgia",2532
G13003101,2014-2018,GA,Georgia,13,3101,79500US1303101,"Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities PUMA, Georgia",68755,"Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities PUMA, Georgia",3676
G13003102,2014-2018,GA,Georgia,13,3102,79500US1303102,"Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities) PUMA, Georgia",90558,"Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities) PUMA, Georgia",2770
G13003200,2014-2018,GA,Georgia,13,3200,79500US1303200,"Georgia Mountains Regional Commission (North & Northwest) PUMA, Georgia",48900,"Georgia Mountains Regional Commission (North & Northwest) PUMA, Georgia",1767
G13003300,2014-2018,GA,Georgia,13,3300,79500US1303300,"Georgia Mountains Regional Commission (Southwest)--Forsyth County PUMA, Georgia",101743,"Georgia Mountains Regional Commission (Southwest)--Forsyth County PUMA, Georgia",2005
G13003400,2014-2018,GA,Georgia,13,3400,79500US1303400,"Georgia Mountains Regional Commission (South Central)--Hall County PUMA, Georgia",59898,"Georgia Mountains Regional Commission (South Central)--Hall County PUMA, Georgia",1521
G13003500,2014-2018,GA,Georgia,13,3500,79500US1303500,"Georgia Mountains Regional Commission (Southeast) PUMA, Georgia",44443,"Georgia Mountains Regional Commission (Southeast) PUMA, Georgia",1337
G13003600,2014-2018,GA,Georgia,13,3600,79500US1303600,"Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA, Georgia",36889,"Northeast Georgia Regional Commission (Central)--Clarke County--Athens City PUMA, Georgia",1693
G13003700,2014-2018,GA,Georgia,13,3700,79500US1303700,"Northeast Georgia Regional Commission (East) PUMA, Georgia",54081,"Northeast Georgia Regional Commission (East) PUMA, Georgia",1052
G13003800,2014-2018,GA,Georgia,13,3800,79500US1303800,"Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties PUMA, Georgia",59692,"Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties PUMA, Georgia",1617
G13003900,2014-2018,GA,Georgia,13,3900,79500US1303900,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA; Georgia",57048,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties PUMA; Georgia",1681
G13004000,2014-2018,GA,Georgia,13,4000,79500US1304000,"Central Savannah River Area Regional Commission (East Central)--Richmond County PUMA, Georgia",40644,"Central Savannah River Area Regional Commission (East Central)--Richmond County PUMA, Georgia",1033
G13004001,2014-2018,GA,Georgia,13,4001,79500US1304001,"Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA, Georgia",60835,"Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City PUMA, Georgia",2243
G13004002,2014-2018,GA,Georgia,13,4002,79500US1304002,"Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUMA, Georgia",87514,"Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUMA, Georgia",4194
G13004003,2014-2018,GA,Georgia,13,4003,79500US1304003,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia",71833,"Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City PUMA, Georgia",2431
G13004004,2014-2018,GA,Georgia,13,4004,79500US1304004,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia",87213,"Atlanta Regional Commission (Northeast)--Gwinnett County (East) PUMA, Georgia",2943
G13004005,2014-2018,GA,Georgia,13,4005,79500US1304005,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia",70821,"Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUMA, Georgia",2761
G13004006,2014-2018,GA,Georgia,13,4006,79500US1304006,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia",53060,"Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City PUMA, Georgia",1480
G13004100,2014-2018,GA,Georgia,13,4100,79500US1304100,"Central Savannah River Area Regional Commission (East Central)--Columbia County PUMA, Georgia",76938,"Central Savannah River Area Regional Commission (East Central)--Columbia County PUMA, Georgia",2271
G13004200,2014-2018,GA,Georgia,13,4200,79500US1304200,"Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA, Georgia",36862,"Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia) PUMA, Georgia",1115
G13004300,2014-2018,GA,Georgia,13,4300,79500US1304300,"Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties PUMA, Georgia",55401,"Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties PUMA, Georgia",1360
G13004400,2014-2018,GA,Georgia,13,4400,79500US1304400,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia",62147,"Atlanta Regional Commission (Southwest)--Douglas County PUMA, Georgia",1953
G13004500,2014-2018,GA,Georgia,13,4500,79500US1304500,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia",66467,"Northwest Georgia Regional Commission (Southeast)--Paulding County PUMA, Georgia",3103
G13004600,2014-2018,GA,Georgia,13,4600,79500US1304600,"Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central) PUMA, Georgia",27613,"Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central) PUMA, Georgia",1016
G13005001,2014-2018,GA,Georgia,13,5001,79500US1305001,"Atlanta Regional Commission (South Central)--Clayton County (South) PUMA, Georgia",52287,"Atlanta Regional Commission (South Central)--Clayton County (South) PUMA, Georgia",2118
G13005002,2014-2018,GA,Georgia,13,5002,79500US1305002,"Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City PUMA, Georgia",41943,"Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City PUMA, Georgia",1270
G13006001,2014-2018,GA,Georgia,13,6001,79500US1306001,"Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City PUMA, Georgia",66284,"Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City PUMA, Georgia",1969
G13006002,2014-2018,GA,Georgia,13,6002,79500US1306002,"Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA, Georgia",71506,"Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City PUMA, Georgia",3484
G15000100,2014-2018,HI,Hawaii,15,100,79500US1500100,"Maui, Kalawao & Kauai Counties PUMA; Hawaii",77463,"Maui, Kalawao & Kauai Counties PUMA; Hawaii",1770
G15000200,2014-2018,HI,Hawaii,15,200,79500US1500200,"Hawaii County PUMA, Hawaii",59297,"Hawaii County PUMA, Hawaii",1896
G15000301,2014-2018,HI,Hawaii,15,301,79500US1500301,"Honolulu County--Rural Oahu PUMA, Hawaii",68636,"Honolulu County--Rural Oahu PUMA, Hawaii",2369
G15000302,2014-2018,HI,Hawaii,15,302,79500US1500302,"Honolulu County--Koolaupoko PUMA, Hawaii",103075,"Honolulu County--Koolaupoko PUMA, Hawaii",2493
G15000303,2014-2018,HI,Hawaii,15,303,79500US1500303,"Honolulu County--East Honolulu to Kapahulu PUMA, Hawaii",103092,"Honolulu County--East Honolulu to Kapahulu PUMA, Hawaii",3018
G15000304,2014-2018,HI,Hawaii,15,304,79500US1500304,"Honolulu County--Tantalus to Waikiki PUMA, Hawaii",61641,"Honolulu County--Tantalus to Waikiki PUMA, Hawaii",1789
G15000305,2014-2018,HI,Hawaii,15,305,79500US1500305,"Honolulu County--Nuuanu to Kalihi PUMA, Hawaii",68933,"Honolulu County--Nuuanu to Kalihi PUMA, Hawaii",2026
G15000306,2014-2018,HI,Hawaii,15,306,79500US1500306,"Honolulu County--Moanalua to Pearl City PUMA, Hawaii",84388,"Honolulu County--Moanalua to Pearl City PUMA, Hawaii",1695
G15000307,2014-2018,HI,Hawaii,15,307,79500US1500307,"Honolulu County--Central Oahu PUMA, Hawaii",91739,"Honolulu County--Central Oahu PUMA, Hawaii",2747
G15000308,2014-2018,HI,Hawaii,15,308,79500US1500308,"Honolulu County--Ewa PUMA, Hawaii",98506,"Honolulu County--Ewa PUMA, Hawaii",3086
G16000100,2014-2018,ID,Idaho,16,100,79500US1600100,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA; Idaho",46490,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties PUMA; Idaho",1445
G16000200,2014-2018,ID,Idaho,16,200,79500US1600200,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities PUMA; Idaho",54306,"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities PUMA; Idaho",1501
G16000300,2014-2018,ID,Idaho,16,300,79500US1600300,"Central Idaho--Lewiston City & Nez Perce Reservation PUMA, Idaho",47216,"Central Idaho--Lewiston City & Nez Perce Reservation PUMA, Idaho",1368
G16000400,2014-2018,ID,Idaho,16,400,79500US1600400,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City PUMA; Idaho",55599,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City PUMA; Idaho",1977
G16000500,2014-2018,ID,Idaho,16,500,79500US1600500,"Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities PUMA, Idaho",50425,"Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities PUMA, Idaho",1615
G16000600,2014-2018,ID,Idaho,16,600,79500US1600600,"Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities PUMA, Idaho",56152,"Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities PUMA, Idaho",1826
G16000701,2014-2018,ID,Idaho,16,701,79500US1600701,"Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA, Idaho",66490,"Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA, Idaho",2224
G16000702,2014-2018,ID,Idaho,16,702,79500US1600702,"Ada County (Northeast)--Boise (North & West) & Garden City Cities PUMA, Idaho",55321,"Ada County (Northeast)--Boise (North & West) & Garden City Cities PUMA, Idaho",1553
G16000800,2014-2018,ID,Idaho,16,800,79500US1600800,"Ada County (South)--Boise (South) & Kuna Cities PUMA, Idaho",56397,"Ada County (South)--Boise (South) & Kuna Cities PUMA, Idaho",1924
G16000900,2014-2018,ID,Idaho,16,900,79500US1600900,"Twin Falls & Cassia Counties--Twin Falls City PUMA, Idaho",50816,"Twin Falls & Cassia Counties--Twin Falls City PUMA, Idaho",1501
G16001000,2014-2018,ID,Idaho,16,1000,79500US1601000,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties PUMA; Idaho",49123,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties PUMA; Idaho",1646
