GISJOIN,YEAR,STUSAB,STATE,STATEA,PUMAA,GEOID,NAME_E,AJZAE001,NAME_M,AJZAM001
GIS Join Match Code,Data File Year,State Postal Abbreviation,State Name,State Code,Public Use Microdata Area Code,Census Geographic Identifier,Estimates: Area Name,Estimates: Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Margins of error: Area Name,Margins of error: Median household income in the past 12 months (in 2018 inflation-adjusted dollars)
G42003602,2014-2018,PA,Pennsylvania,42,3602,79500US4203602,"York County (North)--Weigelstown PUMA, Pennsylvania",68656,"York County (North)--Weigelstown PUMA, Pennsylvania",1735
G42003603,2014-2018,PA,Pennsylvania,42,3603,79500US4203603,"York County (South) PUMA, Pennsylvania",70703,"York County (South) PUMA, Pennsylvania",1724
G42003701,2014-2018,PA,Pennsylvania,42,3701,79500US4203701,"Adams & Franklin (Southeast) Counties PUMA, Pennsylvania",61424,"Adams & Franklin (Southeast) Counties PUMA, Pennsylvania",1306
G42003702,2014-2018,PA,Pennsylvania,42,3702,79500US4203702,"Franklin County (Outside Washington Township & Waynesboro Borough) PUMA, Pennsylvania",62642,"Franklin County (Outside Washington Township & Waynesboro Borough) PUMA, Pennsylvania",2120
G42003800,2014-2018,PA,Pennsylvania,42,3800,79500US4203800,"Somerset, Bedford & Fulton Counties PUMA; Pennsylvania",48839,"Somerset, Bedford & Fulton Counties PUMA; Pennsylvania",825
G42003900,2014-2018,PA,Pennsylvania,42,3900,79500US4203900,"Fayette County PUMA, Pennsylvania",44476,"Fayette County PUMA, Pennsylvania",1992
G42004001,2014-2018,PA,Pennsylvania,42,4001,79500US4204001,"Washington County (North)--Washington City PUMA, Pennsylvania",67366,"Washington County (North)--Washington City PUMA, Pennsylvania",1772
G42004002,2014-2018,PA,Pennsylvania,42,4002,79500US4204002,"Washington (South) & Greene Counties PUMA, Pennsylvania",51285,"Washington (South) & Greene Counties PUMA, Pennsylvania",1784
G44000101,2014-2018,RI,Rhode Island,44,101,79500US4400101,"Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA, Rhode Island",64937,"Northwest Rhode Island--Providence County (West & Central)--Woonsocket City PUMA, Rhode Island",2760
G44000102,2014-2018,RI,Rhode Island,44,102,79500US4400102,"Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA, Rhode Island",54444,"Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA, Rhode Island",1574
G44000103,2014-2018,RI,Rhode Island,44,103,79500US4400103,"Providence City PUMA, Rhode Island",42043,"Providence City PUMA, Rhode Island",1214
G44000104,2014-2018,RI,Rhode Island,44,104,79500US4400104,"Providence County (Southeast)--Cranston & East Providence Cities PUMA, Rhode Island",62809,"Providence County (Southeast)--Cranston & East Providence Cities PUMA, Rhode Island",1882
G44000201,2014-2018,RI,Rhode Island,44,201,79500US4400201,"Central Rhode Island--Kent County--Warwick City PUMA, Rhode Island",70223,"Central Rhode Island--Kent County--Warwick City PUMA, Rhode Island",1879
G44000300,2014-2018,RI,Rhode Island,44,300,79500US4400300,"Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA, Rhode Island",76623,"Southeast Rhode Island--Newport & Bristol Counties--Newport City PUMA, Rhode Island",2088
G44000400,2014-2018,RI,Rhode Island,44,400,79500US4400400,"South Rhode Island--Washington County PUMA, Rhode Island",81301,"South Rhode Island--Washington County PUMA, Rhode Island",2985
G45000101,2014-2018,SC,South Carolina,45,101,79500US4500101,"Pickens & Oconee Counties--Easley & Clemson Cities PUMA, South Carolina",46634,"Pickens & Oconee Counties--Easley & Clemson Cities PUMA, South Carolina",1065
G45000102,2014-2018,SC,South Carolina,45,102,79500US4500102,"Greenville County (North)--Greer City (North & West) & Taylors (Central & East) PUMA, South Carolina",58423,"Greenville County (North)--Greer City (North & West) & Taylors (Central & East) PUMA, South Carolina",2141
G45000103,2014-2018,SC,South Carolina,45,103,79500US4500103,"Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea PUMA, South Carolina",49008,"Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea PUMA, South Carolina",1313
G45000104,2014-2018,SC,South Carolina,45,104,79500US4500104,"Greenville County (Central)--Greenville & Mauldin Cities PUMA, South Carolina",57316,"Greenville County (Central)--Greenville & Mauldin Cities PUMA, South Carolina",1788
G45000105,2014-2018,SC,South Carolina,45,105,79500US4500105,"Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities PUMA; South Carolina",55422,"Greenville (South) & Laurens Counties--Simpsonville, Laurens & Clinton Cities PUMA; South Carolina",1746
G45000200,2014-2018,SC,South Carolina,45,200,79500US4500200,"Anderson County--Anderson City PUMA, South Carolina",47896,"Anderson County--Anderson City PUMA, South Carolina",1222
G45000301,2014-2018,SC,South Carolina,45,301,79500US4500301,"Spartanburg County (Central)--Spartanburg City PUMA, South Carolina",43044,"Spartanburg County (Central)--Spartanburg City PUMA, South Carolina",1484
G45000302,2014-2018,SC,South Carolina,45,302,79500US4500302,"Spartanburg County (Outside Spartanburg City)--Greer City (East) PUMA, South Carolina",54888,"Spartanburg County (Outside Spartanburg City)--Greer City (East) PUMA, South Carolina",1663
G45000400,2014-2018,SC,South Carolina,45,400,79500US4500400,"Cherokee, Newberry, Chester & Union Counties PUMA; South Carolina",39558,"Cherokee, Newberry, Chester & Union Counties PUMA; South Carolina",1243
G45000501,2014-2018,SC,South Carolina,45,501,79500US4500501,"York County (West & Outside Rock Hill City) PUMA, South Carolina",67618,"York County (West & Outside Rock Hill City) PUMA, South Carolina",2071
G45000502,2014-2018,SC,South Carolina,45,502,79500US4500502,"York County (East)--Rock Hill City & Fort Mill Town PUMA, South Carolina",57750,"York County (East)--Rock Hill City & Fort Mill Town PUMA, South Carolina",1774
G45000601,2014-2018,SC,South Carolina,45,601,79500US4500601,"Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank PUMA, South Carolina",60261,"Lexington (South & West) & Saluda Counties--Lexington Town & Red Bank PUMA, South Carolina",1346
G45000602,2014-2018,SC,South Carolina,45,602,79500US4500602,"Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks PUMA; South Carolina",55946,"Lexington County (North & East)--West Columbia, Cayce Cities, Irmo Town & Seven Oaks PUMA; South Carolina",1585
G45000603,2014-2018,SC,South Carolina,45,603,79500US4500603,"Richland (North) & Fairfield Counties--Forest Acres City & Dentsville PUMA, South Carolina",62537,"Richland (North) & Fairfield Counties--Forest Acres City & Dentsville PUMA, South Carolina",1865
G45000604,2014-2018,SC,South Carolina,45,604,79500US4500604,"Richland County (Central)--Columbia City PUMA, South Carolina",45794,"Richland County (Central)--Columbia City PUMA, South Carolina",1376
G45000605,2014-2018,SC,South Carolina,45,605,79500US4500605,"Kershaw, Richland (South) & Calhoun Counties PUMA; South Carolina",47030,"Kershaw, Richland (South) & Calhoun Counties PUMA; South Carolina",1707
G45000700,2014-2018,SC,South Carolina,45,700,79500US4500700,"Lancaster, Chesterfield & Marlboro Counties PUMA; South Carolina",45529,"Lancaster, Chesterfield & Marlboro Counties PUMA; South Carolina",1718
G45000800,2014-2018,SC,South Carolina,45,800,79500US4500800,"Sumter, Clarendon, Williamsburg & Lee Counties--Sumter City PUMA; South Carolina",39912,"Sumter, Clarendon, Williamsburg & Lee Counties--Sumter City PUMA; South Carolina",1262
G45000900,2014-2018,SC,South Carolina,45,900,79500US4500900,"Florence & Darlington Counties--Florence City PUMA, South Carolina",41851,"Florence & Darlington Counties--Florence City PUMA, South Carolina",883
G45001000,2014-2018,SC,South Carolina,45,1000,79500US4501000,"Georgetown, Marion & Dillon Counties PUMA; South Carolina",39468,"Georgetown, Marion & Dillon Counties PUMA; South Carolina",1761
G45001101,2014-2018,SC,South Carolina,45,1101,79500US4501101,"Horry County (West & North)--Conway City & Red Hill PUMA, South Carolina",47193,"Horry County (West & North)--Conway City & Red Hill PUMA, South Carolina",1204
G45001102,2014-2018,SC,South Carolina,45,1102,79500US4501102,"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East) PUMA; South Carolina",49195,"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East) PUMA; South Carolina",1110
G45001201,2014-2018,SC,South Carolina,45,1201,79500US4501201,"Dorchester (North & West) & Berkeley (Southwest) Counties--Summerville Town & Ladson PUMA, South Carolina",57413,"Dorchester (North & West) & Berkeley (Southwest) Counties--Summerville Town & Ladson PUMA, South Carolina",1683
G45001202,2014-2018,SC,South Carolina,45,1202,79500US4501202,"Charleston (South & West) & Berkeley (South) Counties--Charleston City PUMA, South Carolina",64675,"Charleston (South & West) & Berkeley (South) Counties--Charleston City PUMA, South Carolina",1562
G45001203,2014-2018,SC,South Carolina,45,1203,79500US4501203,"Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town PUMA, South Carolina",74741,"Charleston (Northeast) & Berkeley (North & East) Counties--Mount Pleasant Town PUMA, South Carolina",2401
G45001204,2014-2018,SC,South Carolina,45,1204,79500US4501204,"Charleston, Berkeley & Dorchester Counties--North Charleston City PUMA; South Carolina",52152,"Charleston, Berkeley & Dorchester Counties--North Charleston City PUMA; South Carolina",1283
G45001300,2014-2018,SC,South Carolina,45,1300,79500US4501300,"Orangeburg, Colleton, Barnwell, Hampton, Bamberg & Allendale Counties PUMA; South Carolina",35317,"Orangeburg, Colleton, Barnwell, Hampton, Bamberg & Allendale Counties PUMA; South Carolina",890
G45001400,2014-2018,SC,South Carolina,45,1400,79500US4501400,"Beaufort & Jasper Counties--Hilton Head Island, Bluffton Towns & Beaufort City PUMA; South Carolina",60087,"Beaufort & Jasper Counties--Hilton Head Island, Bluffton Towns & Beaufort City PUMA; South Carolina",1964
G45001500,2014-2018,SC,South Carolina,45,1500,79500US4501500,"Aiken & Edgefield Counties--Aiken & North Augusta Cities PUMA, South Carolina",49942,"Aiken & Edgefield Counties--Aiken & North Augusta Cities PUMA, South Carolina",1425
G45001600,2014-2018,SC,South Carolina,45,1600,79500US4501600,"Greenwood, Abbeville & McCormick Counties PUMA; South Carolina",40321,"Greenwood, Abbeville & McCormick Counties PUMA; South Carolina",1252
G46000100,2014-2018,SD,South Dakota,46,100,79500US4600100,"West South Dakota--Rapid City PUMA, South Dakota",54674,"West South Dakota--Rapid City PUMA, South Dakota",1271
G46000200,2014-2018,SD,South Dakota,46,200,79500US4600200,"Lakota Region PUMA, South Dakota",46832,"Lakota Region PUMA, South Dakota",1299
G46000300,2014-2018,SD,South Dakota,46,300,79500US4600300,"Northeast South Dakota PUMA, South Dakota",55357,"Northeast South Dakota PUMA, South Dakota",1253
G46000400,2014-2018,SD,South Dakota,46,400,79500US4600400,"Jackrabbit Region PUMA, South Dakota",54167,"Jackrabbit Region PUMA, South Dakota",776
G46000500,2014-2018,SD,South Dakota,46,500,79500US4600500,"Southeast South Dakota (Outside Sioux Falls City) PUMA, South Dakota",68048,"Southeast South Dakota (Outside Sioux Falls City) PUMA, South Dakota",1213
G46000600,2014-2018,SD,South Dakota,46,600,79500US4600600,"Sioux Falls City PUMA, South Dakota",59105,"Sioux Falls City PUMA, South Dakota",1317
G47000100,2014-2018,TN,Tennessee,47,100,79500US4700100,"Northwest Tennessee--Gibson, Dyer, Obion, Crockett & Lake Counties PUMA; Tennessee",41711,"Northwest Tennessee--Gibson, Dyer, Obion, Crockett & Lake Counties PUMA; Tennessee",1363
G47000200,2014-2018,TN,Tennessee,47,200,79500US4700200,"Land Between the Lakes--Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties PUMA; Tennessee",39806,"Land Between the Lakes--Weakley, Henry, Carroll, Humphreys, Benton & Houston Counties PUMA; Tennessee",1147
G47000300,2014-2018,TN,Tennessee,47,300,79500US4700300,"Montgomery & Stewart Counties--Clarksville City PUMA, Tennessee",55020,"Montgomery & Stewart Counties--Clarksville City PUMA, Tennessee",1400
G47000400,2014-2018,TN,Tennessee,47,400,79500US4700400,"Robertson, Dickson, Cheatham & Hickman Counties PUMA; Tennessee",55079,"Robertson, Dickson, Cheatham & Hickman Counties PUMA; Tennessee",1326
G47000500,2014-2018,TN,Tennessee,47,500,79500US4700500,"Sumner County--Hendersonville City PUMA, Tennessee",64631,"Sumner County--Hendersonville City PUMA, Tennessee",1434
G47000600,2014-2018,TN,Tennessee,47,600,79500US4700600,"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties PUMA; Tennessee",41607,"Warren, Macon, Smith, DeKalb, Cannon & Trousdale Counties PUMA; Tennessee",1365
G47000700,2014-2018,TN,Tennessee,47,700,79500US4700700,"Putnam, Overton, Jackson, Clay & Pickett Counties PUMA; Tennessee",39167,"Putnam, Overton, Jackson, Clay & Pickett Counties PUMA; Tennessee",1482
G47000800,2014-2018,TN,Tennessee,47,800,79500US4700800,"Cumberland, White, Fentress & Van Buren Counties PUMA; Tennessee",41268,"Cumberland, White, Fentress & Van Buren Counties PUMA; Tennessee",879
G47000900,2014-2018,TN,Tennessee,47,900,79500US4700900,"Campbell, Claiborne, Scott, Morgan & Hancock Counties PUMA; Tennessee",37146,"Campbell, Claiborne, Scott, Morgan & Hancock Counties PUMA; Tennessee",1383
G47001000,2014-2018,TN,Tennessee,47,1000,79500US4701000,"Hawkins & Sullivan (Northwest) Counties--Kingsport City PUMA, Tennessee",38656,"Hawkins & Sullivan (Northwest) Counties--Kingsport City PUMA, Tennessee",1163
G47001100,2014-2018,TN,Tennessee,47,1100,79500US4701100,"Sullivan County (Southeast)--Bristol City PUMA, Tennessee",47605,"Sullivan County (Southeast)--Bristol City PUMA, Tennessee",1553
G47001200,2014-2018,TN,Tennessee,47,1200,79500US4701200,"Greene, Carter, Unicoi & Johnson Counties PUMA; Tennessee",38241,"Greene, Carter, Unicoi & Johnson Counties PUMA; Tennessee",928
G47001300,2014-2018,TN,Tennessee,47,1300,79500US4701300,"Washington County--Johnson City PUMA, Tennessee",46752,"Washington County--Johnson City PUMA, Tennessee",1903
G47001400,2014-2018,TN,Tennessee,47,1400,79500US4701400,"Hamblen, Cocke & Grainger Counties PUMA; Tennessee",39747,"Hamblen, Cocke & Grainger Counties PUMA; Tennessee",1943
G47001500,2014-2018,TN,Tennessee,47,1500,79500US4701500,"Sevier & Jefferson Counties PUMA, Tennessee",46419,"Sevier & Jefferson Counties PUMA, Tennessee",1339
G47001601,2014-2018,TN,Tennessee,47,1601,79500US4701601,"Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities PUMA; Tennessee",48134,"Anderson, Union & Knox (North) Counties--Oak Ridge (East) & Clinton Cities PUMA; Tennessee",2083
G47001602,2014-2018,TN,Tennessee,47,1602,79500US4701602,"Knox County (East) PUMA, Tennessee",58226,"Knox County (East) PUMA, Tennessee",2089
G47001603,2014-2018,TN,Tennessee,47,1603,79500US4701603,"Knoxville City PUMA, Tennessee",36652,"Knoxville City PUMA, Tennessee",886
G47001604,2014-2018,TN,Tennessee,47,1604,79500US4701604,"Knox County (West)--Farragut Town PUMA, Tennessee",83088,"Knox County (West)--Farragut Town PUMA, Tennessee",2019
G47001700,2014-2018,TN,Tennessee,47,1700,79500US4701700,"Blount County PUMA, Tennessee",54140,"Blount County PUMA, Tennessee",1749
G47001800,2014-2018,TN,Tennessee,47,1800,79500US4701800,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee",49378,"Roane, Loudon & Monroe Counties--Oak Ridge City (West) PUMA; Tennessee",2224
G47001900,2014-2018,TN,Tennessee,47,1900,79500US4701900,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee",45301,"Bradley, McMinn & Polk Counties--Cleveland City PUMA; Tennessee",1363
G47002001,2014-2018,TN,Tennessee,47,2001,79500US4702001,"Chattanooga City (South & Central) PUMA, Tennessee",38792,"Chattanooga City (South & Central) PUMA, Tennessee",1462
G47002002,2014-2018,TN,Tennessee,47,2002,79500US4702002,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee",54909,"Hamilton County (South)--Chattanooga (North) & Red Bank Cities PUMA, Tennessee",2169
G47002003,2014-2018,TN,Tennessee,47,2003,79500US4702003,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee",67957,"Hamilton County (North)--Soddy-Daisy City PUMA, Tennessee",2190
G47002100,2014-2018,TN,Tennessee,47,2100,79500US4702100,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee",42976,"Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties PUMA; Tennessee",1474
G47002200,2014-2018,TN,Tennessee,47,2200,79500US4702200,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee",48158,"Coffee, Franklin, Lincoln & Moore Counties PUMA; Tennessee",1426
G47002300,2014-2018,TN,Tennessee,47,2300,79500US4702300,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee",71500,"Wilson County--Lebanon & Mount Juliet Cities PUMA, Tennessee",2237
G47002401,2014-2018,TN,Tennessee,47,2401,79500US4702401,"Rutherford County (North)--Smyrna Town & La Vergne City PUMA, Tennessee",66510,"Rutherford County (North)--Smyrna Town & La Vergne City PUMA, Tennessee",1901
G47002402,2014-2018,TN,Tennessee,47,2402,79500US4702402,"Rutherford County (South)--Murfreesboro City PUMA, Tennessee",60860,"Rutherford County (South)--Murfreesboro City PUMA, Tennessee",2447
G47002501,2014-2018,TN,Tennessee,47,2501,79500US4702501,"Nashville-Davidson (East) PUMA, Tennessee",56823,"Nashville-Davidson (East) PUMA, Tennessee",1435
G47002502,2014-2018,TN,Tennessee,47,2502,79500US4702502,"Nashville-Davidson (North) PUMA, Tennessee",46898,"Nashville-Davidson (North) PUMA, Tennessee",1591
G47002503,2014-2018,TN,Tennessee,47,2503,79500US4702503,"Nashville-Davidson (Central) PUMA, Tennessee",45715,"Nashville-Davidson (Central) PUMA, Tennessee",1563
G47002504,2014-2018,TN,Tennessee,47,2504,79500US4702504,"Nashville-Davidson (Southeast) PUMA, Tennessee",57306,"Nashville-Davidson (Southeast) PUMA, Tennessee",2252
G47002505,2014-2018,TN,Tennessee,47,2505,79500US4702505,"Nashville-Davidson (Southwest) PUMA, Tennessee",81761,"Nashville-Davidson (Southwest) PUMA, Tennessee",2696
G47002600,2014-2018,TN,Tennessee,47,2600,79500US4702600,"Williamson County--Franklin & Brentwood Cities PUMA, Tennessee",109026,"Williamson County--Franklin & Brentwood Cities PUMA, Tennessee",2935
G47002700,2014-2018,TN,Tennessee,47,2700,79500US4702700,"Maury, Bedford & Marshall Counties PUMA; Tennessee",51674,"Maury, Bedford & Marshall Counties PUMA; Tennessee",1080
G47002800,2014-2018,TN,Tennessee,47,2800,79500US4702800,"Lawrence, Giles, Wayne, Lewis & Perry Counties PUMA; Tennessee",41631,"Lawrence, Giles, Wayne, Lewis & Perry Counties PUMA; Tennessee",1214
G47002900,2014-2018,TN,Tennessee,47,2900,79500US4702900,"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties PUMA; Tennessee",39330,"Henderson, Hardeman, McNairy, Hardin, Haywood & Decatur Counties PUMA; Tennessee",1290
G47003000,2014-2018,TN,Tennessee,47,3000,79500US4703000,"Madison & Chester Counties--Jackson City PUMA, Tennessee",46179,"Madison & Chester Counties--Jackson City PUMA, Tennessee",1658
G47003100,2014-2018,TN,Tennessee,47,3100,79500US4703100,"Tipton, Fayette & Lauderdale Counties PUMA; Tennessee",54157,"Tipton, Fayette & Lauderdale Counties PUMA; Tennessee",1625
G47003201,2014-2018,TN,Tennessee,47,3201,79500US4703201,"Memphis City (Central Riverside) PUMA, Tennessee",30347,"Memphis City (Central Riverside) PUMA, Tennessee",1065
G47003202,2014-2018,TN,Tennessee,47,3202,79500US4703202,"Memphis City (Central Midtown) PUMA, Tennessee",42915,"Memphis City (Central Midtown) PUMA, Tennessee",1892
G47003203,2014-2018,TN,Tennessee,47,3203,79500US4703203,"Memphis (North) & Bartlett (Southwest) Cities PUMA, Tennessee",37299,"Memphis (North) & Bartlett (Southwest) Cities PUMA, Tennessee",1947
G47003204,2014-2018,TN,Tennessee,47,3204,79500US4703204,"Shelby County (North)--Bartlett (North & East) & Millington Cities PUMA, Tennessee",73288,"Shelby County (North)--Bartlett (North & East) & Millington Cities PUMA, Tennessee",2618
G47003205,2014-2018,TN,Tennessee,47,3205,79500US4703205,"Memphis (East), Lakeland Cities & Arlington Town (South) PUMA; Tennessee",68708,"Memphis (East), Lakeland Cities & Arlington Town (South) PUMA; Tennessee",2050
G47003206,2014-2018,TN,Tennessee,47,3206,79500US4703206,"Shelby County (Southeast)--Collierville Town & Germantown City PUMA, Tennessee",97055,"Shelby County (Southeast)--Collierville Town & Germantown City PUMA, Tennessee",4038
G47003207,2014-2018,TN,Tennessee,47,3207,79500US4703207,"Memphis City (Southeast) PUMA, Tennessee",40752,"Memphis City (Southeast) PUMA, Tennessee",1019
G47003208,2014-2018,TN,Tennessee,47,3208,79500US4703208,"Memphis City (Southwest) PUMA, Tennessee",36609,"Memphis City (Southwest) PUMA, Tennessee",1646
G48000100,2014-2018,TX,Texas,48,100,79500US4800100,"Panhandle Regional Planning Commission (Outside Potter & Randall Counties) PUMA, Texas",50331,"Panhandle Regional Planning Commission (Outside Potter & Randall Counties) PUMA, Texas",1172
G48000200,2014-2018,TX,Texas,48,200,79500US4800200,"Panhandle Regional Planning Commission--Potter County--Amarillo City (North) PUMA, Texas",43157,"Panhandle Regional Planning Commission--Potter County--Amarillo City (North) PUMA, Texas",1520
G48000300,2014-2018,TX,Texas,48,300,79500US4800300,"Panhandle Regional Planning Commission--Randall County--Amarillo City (South) PUMA, Texas",67397,"Panhandle Regional Planning Commission--Randall County--Amarillo City (South) PUMA, Texas",2025
G48000400,2014-2018,TX,Texas,48,400,79500US4800400,"South Plains Association of Governments (Outside Lubbock County) PUMA, Texas",46906,"South Plains Association of Governments (Outside Lubbock County) PUMA, Texas",1223
G48000501,2014-2018,TX,Texas,48,501,79500US4800501,"South Plains Association of Governments--Lubbock County--Lubbock City (Central) PUMA, Texas",39206,"South Plains Association of Governments--Lubbock County--Lubbock City (Central) PUMA, Texas",1167
G48000502,2014-2018,TX,Texas,48,502,79500US4800502,"South Plains Association of Governments--Lubbock County--Lubbock City (Outer) PUMA, Texas",59996,"South Plains Association of Governments--Lubbock County--Lubbock City (Outer) PUMA, Texas",1403
G48000600,2014-2018,TX,Texas,48,600,79500US4800600,"North Texas Regional Planning Commission (Outside Wichita County) & Wise County PUMA, Texas",54332,"North Texas Regional Planning Commission (Outside Wichita County) & Wise County PUMA, Texas",1157
G48000700,2014-2018,TX,Texas,48,700,79500US4800700,"North Texas Regional Planning Commission--Wichita County--Wichita Falls City PUMA, Texas",46575,"North Texas Regional Planning Commission--Wichita County--Wichita Falls City PUMA, Texas",1427
G48000800,2014-2018,TX,Texas,48,800,79500US4800800,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA; Texas",54015,"Texoma COG--Grayson, Cooke & Fannin Counties PUMA; Texas",1486
G48000900,2014-2018,TX,Texas,48,900,79500US4800900,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA; Texas",72200,"Hunt & Rockwall Counties--Rockwall, Greenville & Dallas (Far Northeast) Cities PUMA; Texas",2775
G48001000,2014-2018,TX,Texas,48,1000,79500US4801000,"Ark-Tex COG (West) PUMA, Texas",46049,"Ark-Tex COG (West) PUMA, Texas",1750
G48001100,2014-2018,TX,Texas,48,1100,79500US4801100,"Ark-Tex COG (East)--Bowie & Cass Counties PUMA, Texas",46918,"Ark-Tex COG (East)--Bowie & Cass Counties PUMA, Texas",1599
G48001200,2014-2018,TX,Texas,48,1200,79500US4801200,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA; Texas",49370,"East Texas COG (Northeast)--Harrison, Upshur & Marion Counties PUMA; Texas",1912
G48001300,2014-2018,TX,Texas,48,1300,79500US4801300,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA; Texas",49903,"East Texas COG (Northwest)--Van Zandt, Wood, Camp & Rains Counties PUMA; Texas",1367
G48001400,2014-2018,TX,Texas,48,1400,79500US4801400,"Kaufman County PUMA, Texas",65390,"Kaufman County PUMA, Texas",1830
G48001501,2014-2018,TX,Texas,48,1501,79500US4801501,"East Texas COG (Central)--Smith County (Outside Tyler City) PUMA, Texas",59956,"East Texas COG (Central)--Smith County (Outside Tyler City) PUMA, Texas",2801
G48001502,2014-2018,TX,Texas,48,1502,79500US4801502,"East Texas COG (Central)--Smith County (West)--Tyler City PUMA, Texas",48750,"East Texas COG (Central)--Smith County (West)--Tyler City PUMA, Texas",2009
G48001600,2014-2018,TX,Texas,48,1600,79500US4801600,"East Texas COG (Central)--Gregg County--Longview City PUMA, Texas",49287,"East Texas COG (Central)--Gregg County--Longview City PUMA, Texas",1254
G48001700,2014-2018,TX,Texas,48,1700,79500US4801700,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA; Texas",49746,"East Texas COG (Southeast)--Rusk, Cherokee & Panola Counties PUMA; Texas",1610
G48001800,2014-2018,TX,Texas,48,1800,79500US4801800,"East Texas COG (Southwest)--Henderson & Anderson Counties PUMA, Texas",44766,"East Texas COG (Southwest)--Henderson & Anderson Counties PUMA, Texas",1311
G48001901,2014-2018,TX,Texas,48,1901,79500US4801901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA; Texas",72845,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA; Texas",2250
G48001902,2014-2018,TX,Texas,48,1902,79500US4801902,"Collin County (Southwest)--Plano City (West) PUMA, Texas",106891,"Collin County (Southwest)--Plano City (West) PUMA, Texas",1837
G48001903,2014-2018,TX,Texas,48,1903,79500US4801903,"Collin County (Southwest)--Plano City (Central) PUMA, Texas",79504,"Collin County (Southwest)--Plano City (Central) PUMA, Texas",2997
G48001904,2014-2018,TX,Texas,48,1904,79500US4801904,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities PUMA; Texas",110525,"Collin County (South Central)--Allen, Murphy, Plano (East) & Parker Cities PUMA; Texas",2818
G48001905,2014-2018,TX,Texas,48,1905,79500US4801905,"Collin County (Central)--McKinney City PUMA, Texas",88062,"Collin County (Central)--McKinney City PUMA, Texas",2350
G48001906,2014-2018,TX,Texas,48,1906,79500US4801906,"Collin County (Northwest)--Frisco City (East) & Prosper Town PUMA, Texas",114597,"Collin County (Northwest)--Frisco City (East) & Prosper Town PUMA, Texas",2992
G48001907,2014-2018,TX,Texas,48,1907,79500US4801907,"Collin County (East) PUMA, Texas",87941,"Collin County (East) PUMA, Texas",2510
G48002001,2014-2018,TX,Texas,48,2001,79500US4802001,"Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities PUMA, Texas",71894,"Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities PUMA, Texas",2453
G48002002,2014-2018,TX,Texas,48,2002,79500US4802002,"Denton County (Southeast)--Lewisville City PUMA, Texas",64561,"Denton County (Southeast)--Lewisville City PUMA, Texas",1633
G48002003,2014-2018,TX,Texas,48,2003,79500US4802003,"Denton County (South Central)--Flower Mound Town & Highland Village City PUMA, Texas",133467,"Denton County (South Central)--Flower Mound Town & Highland Village City PUMA, Texas",2407
G48002004,2014-2018,TX,Texas,48,2004,79500US4802004,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities PUMA; Texas",109477,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities PUMA; Texas",3162
G48002005,2014-2018,TX,Texas,48,2005,79500US4802005,"Denton County (Central)--Denton (Central) & Corinth Cities PUMA, Texas",56501,"Denton County (Central)--Denton (Central) & Corinth Cities PUMA, Texas",1855
