Measure Values,State,Upgrade Package Assignment,Measure Names
111497.4785,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
113953.651,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
163654.4479,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
105189.6143,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
81104.47653,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
172066.4406,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
126881.887,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
93853.2009,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
118015.8788,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
112508.6029,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
68029.11224,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
221665.4926,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
112692.6792,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
219089.181,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
183222.4951,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
132806.9177,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
172218.7618,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
46762.72014,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
215295.4062,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
153954.2141,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
104324.1666,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
161918.1963,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
383134.3254,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
191581.077,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
122812.8876,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
77770.3916,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
231624.7173,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
127752.85,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
80287.40992,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
71505.13872,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
176171.5353,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
133180.5218,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
85831.61054,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
73478.89208,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
175224.926,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
133738.8998,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
79797.07469,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
53760.98684,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
110060.2617,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
92413.02924,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
51867.8509,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
34258.7853,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
149411.922,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
111091.4121,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
70783.53055,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
51777.34494,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
50152.66203,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
99737.9433,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
166211.4098,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
96047.04671,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
39930.70526,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
216497.9994,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
165279.4023,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
111257.0938,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
94787.70499,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
207856.3076,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
143507.7923,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
60742.54684,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
71111.20699,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
211054.8745,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
119590.0089,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
120808.9481,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
209358.0449,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
153307.401,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
78255.23335,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
226939.3016,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
150742.3778,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
102522.8101,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
48412.9184,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
195490.1751,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
135315.0558,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
88631.94553,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
57803.28389,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
133463.8909,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
96465.92683,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
59034.95537,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
34297.9748,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
137766.4523,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
107326.5533,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
71648.48661,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
35204.06631,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
118235.4339,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
51868.36476,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
161248.5488,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
225139.85,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
61632.79961,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
382648.8188,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
184568.2541,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
65806.58049,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
37149.57605,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
75581.80203,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
183627.4433,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
153719.891,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
96342.46331,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
146824.6183,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
84242.17656,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
141666.8578,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
83222.04478,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
43748.27406,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
28292.36118,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
62425.34332,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
198367.5669,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
113042.5216,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
121852.0027,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
158649.408,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
86730.59581,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
63808.13514,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
51425.05196,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
162060.4915,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
79179.72714,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
92332.13162,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
44937.21764,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
153791.6765,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
121106.9622,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
79785.40876,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
57023.5227,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
109959.4748,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
77164.60343,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
50337.24878,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
33148.01852,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
95526.82915,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
106744.5679,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
60951.07362,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
56145.08152,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
69868.97221,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
55269.4809,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
62795.32912,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
172894.9093,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
196058.7631,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
74616.18161,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
42489.70129,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
407859.0894,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
173070.4121,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
134681.9193,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
138270.4296,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
82908.19766,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
121711.1043,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
57504.4372,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
78181.34925,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
151695.6874,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
147634.2334,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
69551.61885,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
40296.35465,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
173093.4326,MA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
100549.0085,MA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
83076.36768,MA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
90501.36874,MA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
